# frame 	 moment
0 1.56769868029448e+01
1000 1.62083147767606e+01
2000 1.62482108573902e+01
3000 1.63448014209419e+01
4000 1.64664143252348e+01
5000 1.66437405941782e+01
6000 1.65730899538573e+01
7000 1.67789253656747e+01
8000 1.65184299931468e+01
9000 1.66609711243607e+01
10000 1.66553441064740e+01
11000 1.70496297642716e+01
12000 1.69223926414656e+01
13000 1.70313897732173e+01
14000 1.69729303302157e+01
15000 1.69945695791539e+01
16000 1.70282779630883e+01
17000 1.73537181674991e+01
18000 1.74151867384786e+01
19000 1.73726725352838e+01
20000 1.71692587102100e+01
21000 1.72882754916197e+01
22000 1.73583901970314e+01
23000 1.74263513109111e+01
24000 1.75156533575478e+01
25000 1.72749409687190e+01
26000 1.72047304622174e+01
27000 1.73420955697794e+01
28000 1.71651997979283e+01
29000 1.73588672617336e+01
30000 1.72930225773855e+01
31000 1.75021031645018e+01
32000 1.78413896308179e+01
33000 1.75561213443258e+01
34000 1.76169433863391e+01
35000 1.77194419240661e+01
36000 1.77310981182732e+01
37000 1.76638219554271e+01
38000 1.77463579213796e+01
39000 1.78572354232455e+01
40000 1.73426090002674e+01
41000 1.75480166537772e+01
42000 1.76341426487089e+01
43000 1.76278666214633e+01
44000 1.76280021856817e+01
45000 1.75659973827391e+01
46000 1.76208511276568e+01
47000 1.77242674659959e+01
48000 1.78148496704244e+01
49000 1.76487827833282e+01
50000 1.77242615107655e+01
51000 1.77598759456630e+01
52000 1.78378578757345e+01
53000 1.76249961286099e+01
54000 1.76754234299793e+01
55000 1.77611469650951e+01
56000 1.77740288948619e+01
57000 1.76723274396579e+01
58000 1.75276651881602e+01
59000 1.76366664565956e+01
60000 1.75531935122254e+01
61000 1.75605269795053e+01
62000 1.75191763875976e+01
63000 1.75136187171027e+01
64000 1.75637852378807e+01
65000 1.75533659233785e+01
66000 1.73190408562376e+01
67000 1.73843848050999e+01
68000 1.74778209269653e+01
69000 1.73886527361024e+01
70000 1.74263368471678e+01
71000 1.74135756532236e+01
72000 1.73885124599347e+01
73000 1.73041032148206e+01
74000 1.74706898479101e+01
75000 1.75277875801783e+01
76000 1.73927246960595e+01
77000 1.74757905334041e+01
78000 1.73570703916896e+01
79000 1.71924536584776e+01
80000 1.71044784530405e+01
