# frame 	 moment
0 1.68365977090613e+01
1000 1.72382222503341e+01
2000 1.74090010648693e+01
3000 1.74917566869122e+01
4000 1.76384400880221e+01
5000 1.75160945029692e+01
6000 1.76476149753910e+01
7000 1.78107613502923e+01
8000 1.78673027055673e+01
9000 1.79408675657293e+01
10000 1.78819600486638e+01
11000 1.79853720932904e+01
12000 1.80696010837964e+01
13000 1.81379525519835e+01
14000 1.80161332487591e+01
15000 1.81466885556348e+01
16000 1.78470589806478e+01
17000 1.80368358070590e+01
18000 1.80237391584845e+01
19000 1.80800796291416e+01
20000 1.80084971876075e+01
21000 1.81396962773522e+01
22000 1.80708595527369e+01
23000 1.81966146559515e+01
24000 1.80587397053850e+01
25000 1.79083838467202e+01
26000 1.81725719954910e+01
27000 1.81202987879991e+01
28000 1.80925505515532e+01
29000 1.82345885016808e+01
30000 1.80330584776619e+01
31000 1.81093011898291e+01
32000 1.81636776401834e+01
33000 1.81060624108019e+01
34000 1.81714705203990e+01
35000 1.82048802346498e+01
36000 1.82573991012363e+01
37000 1.81936370377183e+01
38000 1.81668279896446e+01
39000 1.80135925970676e+01
40000 1.81392171990808e+01
41000 1.82481226207482e+01
42000 1.81956138581176e+01
43000 1.81985137922357e+01
44000 1.81318391093425e+01
45000 1.81583782340248e+01
46000 1.83986223463049e+01
47000 1.84216295001314e+01
48000 1.83363206691016e+01
49000 1.85016574627511e+01
50000 1.86670184688736e+01
51000 1.85518370619152e+01
52000 1.85446247217698e+01
53000 1.85173742183536e+01
54000 1.83619715744231e+01
55000 1.85551419092290e+01
56000 1.85654465440254e+01
57000 1.84636309122260e+01
58000 1.85924325445606e+01
59000 1.86464828169550e+01
60000 1.84468497100724e+01
61000 1.86488572018183e+01
62000 1.85905070072087e+01
63000 1.87613892655892e+01
64000 1.87013883428972e+01
65000 1.86359535517836e+01
66000 1.86116848799223e+01
67000 1.85692042971493e+01
68000 1.85821122445976e+01
69000 1.87718923873971e+01
70000 1.88240255536708e+01
71000 1.90896341083467e+01
72000 1.90510870662461e+01
73000 1.87143852232261e+01
74000 1.85729340548207e+01
75000 1.87368815675574e+01
76000 1.88058471703837e+01
77000 1.87644870349902e+01
78000 1.89698906896310e+01
79000 1.90090467650401e+01
80000 1.88806589918128e+01
81000 1.88191921508970e+01
82000 1.87447705344242e+01
83000 1.87238955692659e+01
84000 1.89570096347509e+01
85000 1.89451832314088e+01
86000 1.89015897034617e+01
87000 1.87226001622399e+01
88000 1.87889096506656e+01
89000 1.88868629370657e+01
90000 1.88873304222315e+01
91000 1.88103498683138e+01
92000 1.89241084950957e+01
93000 1.87499146864490e+01
94000 1.86424160723654e+01
95000 1.87476933770984e+01
96000 1.88417929068235e+01
97000 1.87032977078019e+01
98000 1.86115362377614e+01
99000 1.87899361226888e+01
100000 1.89612835814343e+01
101000 1.86739412222597e+01
102000 1.86575064867108e+01
103000 1.86385925192897e+01
104000 1.87244135782596e+01
105000 1.89521487309096e+01
106000 1.89897511624904e+01
107000 1.88800797513724e+01
108000 1.89170685978833e+01
109000 1.89963594702510e+01
110000 1.89597564621334e+01
111000 1.89410342896626e+01
112000 1.90462893133151e+01
113000 1.91672858267078e+01
114000 1.92895642801939e+01
115000 1.91918922617125e+01
116000 1.91970518528197e+01
117000 1.92031264323621e+01
118000 1.92840042164196e+01
119000 1.92537117029896e+01
120000 1.93002341252987e+01
121000 1.92249601623423e+01
122000 1.91747853912544e+01
123000 1.91157720321540e+01
124000 1.88792794269313e+01
125000 1.87879536263856e+01
126000 1.86805247491271e+01
127000 1.86757515916002e+01
128000 1.86142544729480e+01
129000 1.85275754475322e+01
130000 1.86924812892256e+01
131000 1.88030554059098e+01
132000 1.89194258603561e+01
133000 1.89869703069777e+01
134000 1.88813664556852e+01
135000 1.89744563017125e+01
136000 1.89669974940204e+01
137000 1.88674367676090e+01
138000 1.87189033976134e+01
139000 1.89000579928673e+01
140000 1.87231556651270e+01
141000 1.87593949215463e+01
142000 1.88259254508904e+01
143000 1.87145553704759e+01
144000 1.87391813261011e+01
145000 1.87055998470025e+01
146000 1.88501175073927e+01
147000 1.88248646274443e+01
148000 1.87206179526172e+01
149000 1.88108088891762e+01
150000 1.87280608126115e+01
151000 1.85824265832591e+01
152000 1.85162396969381e+01
153000 1.85945416803862e+01
154000 1.88193835303587e+01
155000 1.88847764149480e+01
156000 1.88568111724836e+01
157000 1.90147608111956e+01
158000 1.90233093981086e+01
159000 1.90291534648961e+01
160000 1.92342371327624e+01
161000 1.91195811863944e+01
162000 1.91872029036059e+01
163000 1.90625507786679e+01
164000 1.90186392064306e+01
165000 1.90031140898460e+01
166000 1.90552901740075e+01
167000 1.93252505422826e+01
168000 1.90943879088793e+01
169000 1.90944189187309e+01
170000 1.91330245698637e+01
171000 1.89711487210560e+01
172000 1.92001156521580e+01
173000 1.90730931895644e+01
174000 1.88846002561273e+01
175000 1.90840773288704e+01
176000 1.89930507159495e+01
177000 1.90596902852735e+01
178000 1.91250016642159e+01
179000 1.91617310725074e+01
180000 1.91876939867877e+01
181000 1.88958243356690e+01
182000 1.90707636419633e+01
183000 1.90989327496694e+01
184000 1.89876344166753e+01
185000 1.91961437352367e+01
186000 1.89819161424043e+01
187000 1.88645874033293e+01
188000 1.89000967342250e+01
189000 1.88502806446589e+01
190000 1.90655217982491e+01
191000 1.89223432644258e+01
192000 1.90059171455324e+01
193000 1.88846749309102e+01
194000 1.88339665117167e+01
195000 1.88227810461917e+01
196000 1.89190200822290e+01
197000 1.86682527929511e+01
198000 1.87965524181057e+01
199000 1.89462668067076e+01
200000 1.88436955368219e+01
201000 1.87473243294951e+01
202000 1.87304009640299e+01
203000 1.85525754697632e+01
204000 1.88216264828822e+01
205000 1.86357683864945e+01
206000 1.86503498340710e+01
207000 1.86952438252387e+01
208000 1.87681046008253e+01
209000 1.86726774071082e+01
210000 1.86479739895240e+01
211000 1.85765793368654e+01
212000 1.85859560775593e+01
213000 1.87308019342403e+01
214000 1.87278144238707e+01
215000 1.88028749639762e+01
216000 1.87787765182282e+01
217000 1.89058474522080e+01
218000 1.86651741761819e+01
219000 1.89286254032454e+01
220000 1.85637663717142e+01
221000 1.86229820261699e+01
222000 1.85602214328962e+01
223000 1.86632938566150e+01
224000 1.87367716399993e+01
225000 1.86410223610734e+01
226000 1.85205546857910e+01
227000 1.84098863128314e+01
228000 1.84153184032151e+01
229000 1.84907530409890e+01
230000 1.86647400294077e+01
231000 1.85549449084791e+01
232000 1.85217718092158e+01
233000 1.84267091663974e+01
234000 1.85703340275654e+01
235000 1.86707661700673e+01
236000 1.85483810658915e+01
237000 1.86291601362125e+01
238000 1.85994137982695e+01
239000 1.86326075356254e+01
240000 1.86097785438162e+01
241000 1.88716431290977e+01
242000 1.88945222602867e+01
243000 1.87103093800237e+01
244000 1.87063552591126e+01
245000 1.86838682267818e+01
246000 1.86934994876604e+01
247000 1.86685702330952e+01
248000 1.86701235866695e+01
249000 1.86012794577446e+01
250000 1.86988988557804e+01
251000 1.87137207151489e+01
252000 1.87261956671965e+01
253000 1.87186590485587e+01
254000 1.86803474950002e+01
255000 1.88107362852737e+01
256000 1.86108023959543e+01
257000 1.87135750071392e+01
258000 1.87062802379142e+01
259000 1.85443102880760e+01
260000 1.86056071965840e+01
261000 1.86556899755209e+01
262000 1.86153203045977e+01
263000 1.85190751619631e+01
264000 1.87289904151132e+01
265000 1.85665608170209e+01
266000 1.84045907012660e+01
267000 1.86618942380817e+01
268000 1.86108616131824e+01
269000 1.86329685609415e+01
270000 1.85953514288093e+01
271000 1.86345094311852e+01
272000 1.87835544837191e+01
273000 1.86599434300980e+01
274000 1.87090938627892e+01
275000 1.88240839271065e+01
276000 1.85739497857145e+01
277000 1.85634501051958e+01
278000 1.85486129180779e+01
279000 1.87500143448531e+01
280000 1.86943464050146e+01
281000 1.87192622430226e+01
282000 1.88002500158461e+01
283000 1.88635444831858e+01
284000 1.86363153313470e+01
285000 1.87833901987190e+01
286000 1.87721425869051e+01
287000 1.87726608557036e+01
288000 1.88742332715055e+01
289000 1.88577828415421e+01
290000 1.88909147561645e+01
291000 1.90835226521665e+01
292000 1.91871855439453e+01
293000 1.90200927945198e+01
294000 1.88643734864613e+01
295000 1.87625413011014e+01
296000 1.89256995678346e+01
297000 1.87734265036859e+01
298000 1.87222012728095e+01
299000 1.87555514606606e+01
300000 1.88488737681529e+01
301000 1.86768126361358e+01
302000 1.86780574711307e+01
303000 1.86722964122728e+01
304000 1.87301563690474e+01
305000 1.87945230637377e+01
306000 1.86984232609998e+01
307000 1.88756206494761e+01
308000 1.88458834357442e+01
309000 1.88014140119058e+01
310000 1.88366881628422e+01
311000 1.90071603052119e+01
312000 1.88842492735678e+01
313000 1.89710829452501e+01
314000 1.88575086391431e+01
315000 1.88724680656350e+01
316000 1.89893030879652e+01
317000 1.90029635815067e+01
318000 1.87686964550223e+01
319000 1.89229541878073e+01
320000 1.87835630449703e+01
321000 1.87742607642187e+01
322000 1.87794541609807e+01
323000 1.87154442333600e+01
324000 1.87963592961467e+01
325000 1.88185970123248e+01
326000 1.87465187450599e+01
327000 1.86548457902783e+01
328000 1.85796818864470e+01
329000 1.85029412229800e+01
330000 1.84721756477586e+01
331000 1.87025723539689e+01
332000 1.86952360850560e+01
333000 1.87136759531273e+01
334000 1.87599974696141e+01
335000 1.87027583491905e+01
336000 1.88872257322952e+01
337000 1.88530187447412e+01
338000 1.89205216002886e+01
339000 1.89548432005027e+01
340000 1.87310916676602e+01
341000 1.85831087891933e+01
342000 1.86734552014101e+01
343000 1.85662734961747e+01
344000 1.85169408377505e+01
345000 1.85710553158100e+01
346000 1.85538931691128e+01
347000 1.85660225092865e+01
348000 1.84786442618772e+01
349000 1.86218743190744e+01
350000 1.87235568319017e+01
351000 1.86133507290330e+01
352000 1.85590309798043e+01
353000 1.85379277434839e+01
354000 1.85544448856746e+01
355000 1.84690260003581e+01
356000 1.85103728352763e+01
357000 1.87813506044624e+01
358000 1.86022943148994e+01
359000 1.85686252051277e+01
360000 1.86293462561524e+01
361000 1.86315429904248e+01
362000 1.85231788705817e+01
363000 1.85080218458247e+01
364000 1.84870635895603e+01
365000 1.84702440639315e+01
366000 1.85000127513978e+01
367000 1.83561452129536e+01
368000 1.83219483047237e+01
369000 1.82724581428696e+01
370000 1.83294932887208e+01
371000 1.81906853420736e+01
372000 1.84061118204805e+01
373000 1.82021059664438e+01
374000 1.83534257467095e+01
375000 1.83472213228005e+01
376000 1.84806170816677e+01
377000 1.84951690544653e+01
378000 1.83579674205119e+01
379000 1.82789244991034e+01
380000 1.83270126027756e+01
381000 1.84091549027052e+01
382000 1.84290114847204e+01
383000 1.87311817749515e+01
384000 1.85863864382193e+01
385000 1.86743544971277e+01
386000 1.86027997651257e+01
387000 1.87286831788658e+01
388000 1.86255155236463e+01
389000 1.88576056767256e+01
390000 1.85423962004388e+01
391000 1.86330630294212e+01
392000 1.86357445187444e+01
393000 1.86485085214435e+01
394000 1.85752684776802e+01
395000 1.86506043471774e+01
396000 1.85532148408664e+01
397000 1.84836753815657e+01
398000 1.87522822022598e+01
399000 1.86898597002149e+01
400000 1.87805510634316e+01
401000 1.86599033302229e+01
402000 1.86994320760016e+01
403000 1.85414763377925e+01
404000 1.87203975039327e+01
405000 1.88160891267364e+01
406000 1.85138618522791e+01
407000 1.86714635264006e+01
408000 1.85644196884341e+01
409000 1.86500161290228e+01
410000 1.87737863040783e+01
411000 1.87367273246455e+01
412000 1.85288580165092e+01
413000 1.89418232285996e+01
414000 1.89907806378030e+01
415000 1.90352022271872e+01
416000 1.90011575978882e+01
417000 1.87709123319189e+01
418000 1.87706441544259e+01
419000 1.88072907758967e+01
420000 1.87249598514016e+01
421000 1.85582714152278e+01
422000 1.86113117145655e+01
423000 1.86481224796507e+01
424000 1.85466434429509e+01
425000 1.84541261810858e+01
426000 1.85893226387984e+01
427000 1.85359203159004e+01
428000 1.86049266554840e+01
429000 1.86868741619563e+01
430000 1.89234212494658e+01
431000 1.86982711033869e+01
432000 1.86680401579017e+01
433000 1.87854555903882e+01
434000 1.87758082903733e+01
435000 1.87974845092078e+01
436000 1.89180755260306e+01
437000 1.90134195826291e+01
438000 1.89492708698692e+01
439000 1.89342130222155e+01
440000 1.86664891479504e+01
441000 1.86679828876388e+01
442000 1.88244665321058e+01
443000 1.88441385136396e+01
444000 1.88876324634073e+01
445000 1.86682241592014e+01
446000 1.87221698767989e+01
447000 1.87483779560938e+01
448000 1.87144295206758e+01
