# frame 	 moment
0 2.68452006383216e+01
1000 2.69372069651662e+01
2000 2.70398782642108e+01
3000 2.72012038324086e+01
4000 2.70193512440475e+01
5000 2.70564167775506e+01
6000 2.71046646979343e+01
7000 2.71954930135735e+01
8000 2.71814686040898e+01
9000 2.71583462223594e+01
10000 2.71255305844554e+01
11000 2.71021468757567e+01
12000 2.69041042262408e+01
13000 2.72343465780038e+01
14000 2.73358126511220e+01
15000 2.72874306831611e+01
16000 2.73321033426418e+01
17000 2.73417560735771e+01
18000 2.75066103074936e+01
19000 2.76340384524923e+01
20000 2.74336359564547e+01
21000 2.75804177163892e+01
22000 2.73915367399542e+01
23000 2.73998148371980e+01
24000 2.74336075209905e+01
25000 2.75560456516410e+01
26000 2.76095356043067e+01
27000 2.76218216154967e+01
28000 2.79097905431826e+01
29000 2.78526516921950e+01
30000 2.75683540809138e+01
31000 2.77583974677591e+01
32000 2.76175158301145e+01
33000 2.76270145208394e+01
34000 2.76731280395902e+01
35000 2.75656682700328e+01
36000 2.74938972296125e+01
37000 2.74022382981652e+01
38000 2.73874054451498e+01
39000 2.74032530900560e+01
40000 2.76763110180727e+01
41000 2.75388041455007e+01
42000 2.74614845898328e+01
43000 2.75942346147188e+01
44000 2.79898314786902e+01
45000 2.76978690136670e+01
46000 2.77593138238918e+01
47000 2.75141648062772e+01
48000 2.75595050154181e+01
49000 2.76263155001759e+01
50000 2.77035676859079e+01
51000 2.76585167530852e+01
52000 2.75943588978022e+01
53000 2.76049883080558e+01
54000 2.76350619559373e+01
55000 2.77197479570693e+01
56000 2.75943852397991e+01
57000 2.78301916434854e+01
58000 2.79502526900895e+01
59000 2.77150788053043e+01
60000 2.76261088811788e+01
61000 2.76521912276933e+01
62000 2.74494386421332e+01
63000 2.76091722921834e+01
64000 2.78986685946885e+01
65000 2.75755179492879e+01
66000 2.74828968684871e+01
67000 2.75735458778399e+01
68000 2.74270033032185e+01
69000 2.73211589465391e+01
70000 2.73474748665255e+01
71000 2.72859199149037e+01
72000 2.72954884421737e+01
73000 2.76020183176490e+01
74000 2.74816448944878e+01
75000 2.73949519704759e+01
76000 2.74117619069247e+01
77000 2.72048652916996e+01
78000 2.71537106352145e+01
79000 2.72511370274819e+01
80000 2.73523731590772e+01
81000 2.73878897395785e+01
82000 2.72053389443996e+01
83000 2.71181479231748e+01
84000 2.71941474305087e+01
85000 2.72602445961608e+01
86000 2.73014447058225e+01
87000 2.73889435440462e+01
88000 2.73271517764637e+01
89000 2.73539094545231e+01
90000 2.74943552701799e+01
91000 2.75282467572320e+01
92000 2.74610291729739e+01
93000 2.74312244078489e+01
94000 2.72437119657528e+01
95000 2.72804302836985e+01
96000 2.72522695677179e+01
97000 2.71210390644051e+01
98000 2.71380006021449e+01
99000 2.72628154483207e+01
100000 2.73211767589239e+01
101000 2.72904595535088e+01
102000 2.71873801266242e+01
103000 2.71518024088366e+01
104000 2.72857246129024e+01
105000 2.72754231374013e+01
106000 2.73973359481558e+01
107000 2.75265743748223e+01
108000 2.75116678334751e+01
109000 2.72507061438110e+01
110000 2.74048797316630e+01
111000 2.75198580263933e+01
112000 2.72077968425254e+01
113000 2.74088028361292e+01
114000 2.72517309307595e+01
115000 2.73069654966173e+01
116000 2.71729335910008e+01
117000 2.69984665009846e+01
118000 2.68725641000650e+01
119000 2.69335990667296e+01
120000 2.67576573580274e+01
121000 2.70744602962084e+01
122000 2.70971916957842e+01
123000 2.71344121737157e+01
124000 2.73072883027085e+01
125000 2.70538733337606e+01
126000 2.72708781698204e+01
127000 2.74576908058343e+01
128000 2.72275600068010e+01
129000 2.73819374008165e+01
130000 2.74301346608102e+01
131000 2.72986933612428e+01
132000 2.73894630604662e+01
133000 2.75940677869469e+01
134000 2.75542783408968e+01
135000 2.76055683994940e+01
136000 2.73230341532951e+01
137000 2.73923324728548e+01
138000 2.73324504129590e+01
139000 2.71389757377649e+01
140000 2.71096974273071e+01
141000 2.73221233676620e+01
142000 2.74532959108938e+01
143000 2.76192685856153e+01
144000 2.75316510896038e+01
145000 2.74613151251209e+01
146000 2.73399054168187e+01
147000 2.75136954664767e+01
148000 2.76107687804034e+01
149000 2.75185063103780e+01
150000 2.75575055731193e+01
151000 2.77007553433784e+01
152000 2.77495258741627e+01
153000 2.75647265500804e+01
154000 2.76090546205209e+01
155000 2.75799847308811e+01
156000 2.77603021271303e+01
157000 2.77317074456095e+01
158000 2.74716547576527e+01
159000 2.74964153472291e+01
160000 2.77017981642441e+01
161000 2.78186835589612e+01
162000 2.78621634331844e+01
163000 2.77632114412011e+01
164000 2.76546269942966e+01
165000 2.76128486157849e+01
166000 2.74270008186655e+01
167000 2.75402871934171e+01
168000 2.76615586498464e+01
169000 2.75631378822619e+01
170000 2.76052630973884e+01
171000 2.76581179228749e+01
172000 2.79448532728756e+01
173000 2.80314296825037e+01
174000 2.77256146788577e+01
175000 2.78903477178883e+01
176000 2.77768166848992e+01
177000 2.79737134196001e+01
178000 2.78243870556535e+01
179000 2.79589807859859e+01
180000 2.78908731674456e+01
181000 2.78794010067051e+01
182000 2.77922964183116e+01
183000 2.79737200866870e+01
184000 2.80301464063497e+01
185000 2.79280243458286e+01
186000 2.80253403478502e+01
187000 2.79187124738177e+01
188000 2.81002373136175e+01
189000 2.81866731512296e+01
190000 2.82713778077640e+01
191000 2.80827172690594e+01
192000 2.79204351731663e+01
193000 2.80209145981703e+01
194000 2.82759645981757e+01
195000 2.82400638670347e+01
196000 2.82452642920274e+01
197000 2.81828797041074e+01
198000 2.83812018930044e+01
199000 2.84333500770331e+01
200000 2.84946125527561e+01
201000 2.85020937094655e+01
202000 2.82876647368775e+01
203000 2.84353932291548e+01
204000 2.82664292151104e+01
205000 2.83351300192051e+01
206000 2.82841525405824e+01
207000 2.81739849036273e+01
208000 2.81651500496210e+01
209000 2.80911738861188e+01
210000 2.81435007626427e+01
211000 2.80870319410583e+01
212000 2.82838252664839e+01
213000 2.83864047424998e+01
214000 2.82982939109831e+01
215000 2.80815321700769e+01
216000 2.80400969880877e+01
217000 2.79024234839399e+01
218000 2.76489582164924e+01
219000 2.79918355770734e+01
220000 2.81338556510244e+01
221000 2.80404280678303e+01
222000 2.80442302347220e+01
223000 2.79541326138661e+01
224000 2.77052456440077e+01
225000 2.76875646450120e+01
226000 2.77426066952076e+01
227000 2.77340551153403e+01
228000 2.75815283217522e+01
229000 2.76210980570583e+01
230000 2.78075181488239e+01
231000 2.76790883881101e+01
232000 2.78985515518870e+01
233000 2.79493144927570e+01
