# frame 	 angles
0 2.6029 29.4983 0.2584 32.2230 15.4249 28.3603 16.2975 12.2007 0.7516 0.0272 1.9331 0.2024 11.3173 11.5379 9.8862 0.0496 10.5632 15.4967 13.9091 3.1309 21.4507 40.1307 23.7763 1.8330 1.5505 4.7737 20.8751 6.4181 13.4572 2.3362
1000 3.4501 25.4502 1.8847 32.4233 20.4828 26.2207 18.6393 12.3657 3.2750 1.9207 3.4630 0.1766 10.4962 12.4604 11.0108 1.6295 11.7666 14.3045 16.7804 0.9434 22.3293 37.2683 26.8904 1.5349 3.4364 3.0178 19.6542 10.7427 11.5623 1.6495
2000 6.0372 27.7530 0.5347 34.3938 20.9735 31.6430 14.6384 11.2436 0.4651 1.8635 3.2697 1.6167 8.8627 12.6621 10.8192 1.6827 14.1854 18.5672 18.5146 1.2414 21.4372 40.3780 26.4890 1.0837 2.0116 4.3700 15.7186 11.0528 10.0001 0.9089
3000 4.5766 29.6716 1.3350 33.3023 19.5861 35.7134 13.7816 9.5172 0.4931 1.7174 2.3381 1.3188 11.4591 12.7737 9.2034 1.2786 17.0862 15.9742 17.4963 1.8543 18.4908 35.4494 21.6862 1.0456 0.2886 5.0445 17.3351 9.7575 14.9552 1.7301
4000 2.4647 28.7425 4.2403 33.6214 21.2271 28.0587 8.2522 12.8702 0.6487 1.3895 4.2160 0.9394 12.9473 12.2294 12.4366 3.5761 14.1909 15.1454 19.7066 1.8589 22.3118 32.8319 30.7366 0.7355 1.1149 4.3927 19.0845 11.4542 14.4386 0.1957
5000 1.9351 31.5108 5.1677 40.0321 21.7324 31.9871 14.5563 13.0963 1.3068 0.1288 4.8254 1.2681 9.5490 13.6589 12.3280 0.8414 12.0563 14.6675 19.3517 2.6924 16.0345 29.8178 19.9155 1.1234 0.5061 10.6832 19.4557 9.5182 15.0473 1.8887
6000 1.6763 34.8447 0.2376 37.7104 14.8353 33.2514 15.9612 11.1438 0.2050 0.4609 2.4025 0.3407 12.7450 11.8788 10.4755 0.8845 10.9911 16.4870 17.9505 2.5972 21.1684 31.1550 23.6195 2.8025 1.5836 3.9233 15.3772 11.0974 13.1603 2.3636
7000 2.5258 33.1987 1.4577 36.6633 18.9630 32.3341 19.4262 12.4809 3.0548 1.8186 2.1739 1.0823 12.7737 13.9192 11.0684 0.1344 13.9504 21.5816 18.4741 0.3021 22.8904 28.2128 25.6452 2.9914 2.5639 6.5558 18.1004 9.3187 10.7884 1.4392
8000 4.6472 33.9566 4.1595 37.6649 16.7801 29.7459 22.1642 6.7982 1.5333 2.4004 0.9733 1.1252 10.3307 14.4949 11.5100 0.7442 11.3302 15.0437 16.8476 0.9371 17.3861 24.7201 24.8797 0.4740 2.3524 11.2972 21.2905 7.6807 13.0768 0.9889
9000 4.8477 32.2598 0.7360 42.4417 18.3236 30.6954 16.2371 11.8184 2.1057 1.7394 2.2734 1.6714 12.0800 10.4500 8.7037 0.5520 12.2544 17.2835 18.4570 2.0201 16.4200 28.1135 28.6035 1.3571 1.4625 12.1104 21.1374 4.2090 11.1274 0.1045
10000 6.8724 35.3835 2.7611 37.9027 15.9735 31.6988 14.8021 12.3662 3.5455 1.0660 1.8816 0.9091 12.1834 14.7855 7.0897 0.0757 12.0018 17.1824 20.7340 1.2390 13.5406 28.1524 26.6960 1.3316 3.4008 11.0785 18.7467 7.5899 12.1592 3.8827
11000 2.2156 35.0473 1.0727 37.1991 21.1533 31.3771 16.0652 7.1651 2.0179 0.1448 1.8905 1.4619 9.7485 13.1033 6.4876 1.1810 14.1271 16.0849 15.0240 1.5675 19.8784 26.6843 30.7693 0.3166 3.1210 9.7086 20.4721 7.9280 12.5557 0.6635
12000 0.8118 28.5905 6.6821 34.8558 19.2509 30.6540 13.0401 11.8318 2.4847 2.6203 1.8831 1.2589 9.7452 12.4169 12.7558 0.2030 13.3510 12.6589 14.7064 2.9873 19.3829 23.4002 23.6737 3.9564 6.1064 8.4624 22.8236 9.5777 11.3152 1.8251
13000 7.4041 28.3927 4.4075 38.1830 20.9835 28.3984 11.9186 9.7206 1.1815 2.2295 0.7246 1.3295 10.8736 12.8408 11.9449 0.1942 11.7038 16.5765 14.2860 1.1235 17.5416 21.3528 30.6344 0.7115 5.7345 9.7593 16.0190 8.7328 12.3163 0.3358
14000 3.7290 26.3498 5.5504 38.3794 22.2929 33.4585 10.1355 8.2998 0.6663 2.3664 3.9183 2.6669 13.2479 13.2160 11.0935 1.6853 11.7751 11.7894 14.3086 3.2218 19.1951 23.6283 22.2623 0.2618 5.7662 10.8295 17.5095 7.6648 11.5837 0.3066
15000 6.9877 29.4303 5.4285 38.9466 22.5702 29.7628 12.7253 13.0823 1.5859 3.3414 0.2853 1.7045 11.6696 12.4319 10.8833 1.4666 13.4470 14.1531 18.1358 1.2692 21.5455 21.3869 25.6267 0.5336 3.5423 9.8916 20.2609 5.2270 12.4402 0.3426
16000 6.3884 32.5103 3.3544 36.7974 19.1414 32.5697 11.7666 13.0986 2.4503 2.7553 4.6788 0.1348 10.8632 14.0777 13.7404 0.0673 13.6094 16.9453 17.4254 1.7903 16.0668 26.5101 25.1227 3.0465 1.4712 8.9685 16.5810 9.0229 11.8642 0.5875
17000 5.6553 31.4912 4.8511 37.1988 19.0526 33.7642 14.4693 13.6490 1.1709 2.4800 2.2075 0.5121 12.8285 14.2208 12.5312 2.2443 16.1381 14.7112 18.7341 0.2926 20.6583 30.2230 27.1237 1.6948 0.2731 8.0645 17.2773 7.0196 9.1141 1.5443
18000 4.7003 30.9403 7.6490 32.7171 17.5625 32.9816 13.4647 13.2809 1.8386 1.8208 2.4411 0.5244 12.5130 13.3650 7.2168 0.0058 14.1676 15.3507 22.7874 1.2308 21.1920 21.0103 25.9654 2.4150 3.9406 5.6015 18.4387 8.8773 12.9866 0.3880
19000 2.6591 32.1684 3.7692 30.0232 20.6345 33.9634 19.6748 13.5526 1.4175 1.7665 0.1231 1.9283 8.2720 11.8260 8.2885 2.0003 13.2798 16.6692 18.1770 2.0487 15.4925 20.7494 24.6996 1.0716 2.2840 10.1062 20.8832 10.7752 12.1198 1.9005
20000 1.9033 27.9236 7.9966 27.1364 21.6464 30.6943 13.3266 13.7611 1.5070 1.1162 1.9836 2.8294 8.3472 12.2536 6.4853 0.7824 12.2842 15.8646 17.3150 2.5971 15.9160 21.1427 29.9172 3.2510 3.0542 6.8714 19.2222 11.8884 11.3473 4.0318
21000 0.6064 28.7633 4.9762 25.4576 21.5423 35.0256 14.5254 14.8949 1.3937 0.8518 1.3261 0.4704 10.4030 10.5194 12.9479 2.6316 11.4192 14.5202 18.2397 3.2618 14.8054 28.9319 25.8621 0.3773 7.1024 10.8418 17.2319 9.5766 14.2071 1.8264
22000 3.7590 31.1508 3.4545 27.1037 23.0096 28.8857 14.3245 15.3351 0.8081 0.5235 0.3720 2.3547 13.2675 11.2375 13.2278 0.4166 17.1775 14.3505 19.2060 3.0967 13.6609 23.8444 19.6520 0.2032 8.4468 7.8470 15.1511 9.3041 11.8419 4.4704
23000 4.1864 33.3182 6.1790 26.8963 24.9853 23.2468 9.4210 15.8426 0.7818 2.7193 0.7974 1.0497 13.0283 14.5151 11.6344 0.2304 12.7161 13.1567 17.8565 3.8625 15.6072 22.0624 19.0571 0.1125 5.3285 8.7194 18.7551 9.0516 11.3389 0.5587
24000 2.0862 27.0629 3.6183 18.0879 19.4054 24.4362 16.0119 18.0238 0.1366 3.1685 0.7622 0.1555 17.6036 10.9126 13.8989 0.9839 13.6016 15.3795 18.9817 0.5930 15.8402 18.7700 20.3165 0.0293 2.2446 9.0196 14.6591 9.0182 9.7776 1.2757
25000 1.6227 31.4622 1.9261 17.6881 29.9305 29.7256 14.3439 15.8841 2.3028 2.5992 1.2996 0.7989 16.9646 13.5870 7.7300 1.8685 17.9766 16.4797 19.0424 1.6194 17.5113 22.5829 24.1613 2.0133 3.3208 9.8083 14.2700 12.1057 14.7673 0.6763
26000 0.8808 29.6770 8.6204 21.8941 30.2437 33.5111 15.5233 21.9657 3.9691 2.9484 0.3405 1.3205 11.4332 15.4183 10.9497 2.4963 10.6136 17.9139 18.0466 2.6135 21.3528 23.9311 22.8302 1.9733 4.0643 9.0263 17.8832 11.0464 13.5951 2.6294
27000 1.1646 31.3195 4.4345 18.6383 24.7028 28.3848 18.3950 14.9332 4.3904 3.9814 0.6687 3.1044 12.1427 16.1823 9.9212 0.9688 12.6514 14.8947 20.6816 2.2575 23.4711 24.1561 20.8924 1.8180 6.0347 12.9238 20.0475 10.5599 11.7126 2.0582
