frame:3016 center:40 distz:4.00889849826293e+01 diff:0.08898498262929877 window:0
frame:3019 center:40 distz:4.00608211279471e+01 diff:0.060821127947100706 window:0
frame:3020 center:40 distz:4.00295405780054e+01 diff:0.02954057800540255 window:0
frame:3021 center:40 distz:3.99371352749204e+01 diff:0.06286472507959928 window:0
frame:3022 center:40 distz:3.99222035074144e+01 diff:0.07779649258559829 window:0
frame:3023 center:40 distz:3.99708674289788e+01 diff:0.029132571021200704 window:0
frame:3024 center:40 distz:3.99075614457404e+01 diff:0.09243855425960135 window:0
frame:3033 center:40 distz:3.99341752356525e+01 diff:0.06582476434749651 window:0
frame:3036 center:40 distz:4.00058853723238e+01 diff:0.00588537232380304 window:0
frame:3037 center:40 distz:4.00558322956339e+01 diff:0.055832295633898354 window:0
frame:3038 center:40 distz:3.99902965771236e+01 diff:0.009703422876398804 window:0
frame:3039 center:40 distz:4.00470448574362e+01 diff:0.04704485743619813 window:0
frame:3040 center:40 distz:3.99908170999221e+01 diff:0.0091829000779029 window:0
frame:3043 center:40 distz:3.99885583865178e+01 diff:0.011441613482197965 window:0
frame:3044 center:40 distz:3.99190411434680e+01 diff:0.08095885653199986 window:0
frame:3047 center:40 distz:3.99879947606845e+01 diff:0.012005239315499239 window:0
frame:3048 center:40 distz:4.00160848931916e+01 diff:0.01608489319159645 window:0
frame:3334 center:39 distz:3.90993414115292e+01 diff:0.09934141152920262 window:1
frame:3335 center:39 distz:3.90322909107946e+01 diff:0.032290910794600336 window:1
frame:3371 center:39 distz:3.90955717116492e+01 diff:0.09557171164919964 window:1
frame:3372 center:39 distz:3.90929641581241e+01 diff:0.0929641581240972 window:1
frame:3373 center:39 distz:3.90536145984947e+01 diff:0.05361459849469696 window:1
frame:3376 center:39 distz:3.90865502252941e+01 diff:0.08655022529409706 window:1
frame:3379 center:39 distz:3.90537607558902e+01 diff:0.05376075589020246 window:1
frame:3385 center:39 distz:3.89595335194186e+01 diff:0.04046648058140079 window:1
frame:3386 center:39 distz:3.89976431416392e+01 diff:0.002356858360798242 window:1
frame:3387 center:39 distz:3.90546520442174e+01 diff:0.054652044217398554 window:1
frame:3388 center:39 distz:3.90492961982841e+01 diff:0.049296198284096704 window:1
frame:3389 center:39 distz:3.90137990115363e+01 diff:0.013799011536299588 window:1
frame:3390 center:39 distz:3.90624867075941e+01 diff:0.06248670759409691 window:1
frame:3391 center:39 distz:3.90111975870591e+01 diff:0.01119758705910101 window:1
frame:3392 center:39 distz:3.90835343247929e+01 diff:0.08353432479290035 window:1
frame:3393 center:39 distz:3.89789921438858e+01 diff:0.02100785611420264 window:1
frame:3395 center:39 distz:3.89871383506754e+01 diff:0.012861649324598545 window:1
frame:3400 center:39 distz:3.89019101220190e+01 diff:0.09808987798100333 window:1
frame:3402 center:39 distz:3.89176882659829e+01 diff:0.08231173401709668 window:1
frame:3599 center:38 distz:3.80636290768613e+01 diff:0.0636290768612966 window:2
frame:3601 center:38 distz:3.80848175596642e+01 diff:0.08481755966420224 window:2
frame:3603 center:38 distz:3.79659339649583e+01 diff:0.03406603504169681 window:2
frame:3604 center:38 distz:3.80829641179965e+01 diff:0.08296411799649661 window:2
frame:3605 center:38 distz:3.80283215366512e+01 diff:0.028321536651198187 window:2
frame:3606 center:38 distz:3.79829263374076e+01 diff:0.017073662592402172 window:2
frame:3607 center:38 distz:3.80506480694863e+01 diff:0.050648069486300074 window:2
frame:3609 center:38 distz:3.79550204106659e+01 diff:0.044979589334097625 window:2
frame:3611 center:38 distz:3.79955211793425e+01 diff:0.0044788206575034906 window:2
frame:3732 center:37 distz:3.70475607693373e+01 diff:0.04756076933730213 window:3
frame:3739 center:37 distz:3.70928982647091e+01 diff:0.09289826470909901 window:3
frame:3740 center:37 distz:3.70488667490086e+01 diff:0.048866749008602994 window:3
frame:3741 center:37 distz:3.70019133271033e+01 diff:0.00191332710330272 window:3
frame:3747 center:37 distz:3.70151402829992e+01 diff:0.015140282999198007 window:3
frame:3748 center:37 distz:3.70334740448991e+01 diff:0.03347404489910133 window:3
frame:3750 center:37 distz:3.70216080660117e+01 diff:0.02160806601170151 window:3
frame:3751 center:37 distz:3.70401544334258e+01 diff:0.04015443342579772 window:3
frame:3752 center:37 distz:3.69222278233241e+01 diff:0.07777217667590008 window:3
frame:3757 center:37 distz:3.70277136093478e+01 diff:0.027713609347799206 window:3
frame:3758 center:37 distz:3.69307556907879e+01 diff:0.06924430921210245 window:3
frame:3759 center:37 distz:3.69550920570931e+01 diff:0.04490794290690303 window:3
frame:3760 center:37 distz:3.69325132179607e+01 diff:0.06748678203930325 window:3
frame:3761 center:37 distz:3.70833948169436e+01 diff:0.08339481694360273 window:3
frame:3762 center:37 distz:3.70176995796817e+01 diff:0.017699579681696775 window:3
frame:3763 center:37 distz:3.69385803133530e+01 diff:0.061419686646999594 window:3
frame:3764 center:37 distz:3.69714321309728e+01 diff:0.028567869027199322 window:3
frame:3768 center:37 distz:3.70865688036558e+01 diff:0.08656880365580122 window:3
frame:3769 center:37 distz:3.70061876915291e+01 diff:0.006187691529099482 window:3
frame:3770 center:37 distz:3.70187037610619e+01 diff:0.01870376106190008 window:3
frame:3771 center:37 distz:3.70158103684142e+01 diff:0.015810368414200582 window:3
frame:3772 center:37 distz:3.70740957397171e+01 diff:0.0740957397171016 window:3
frame:3773 center:37 distz:3.69841008206154e+01 diff:0.015899179384597062 window:3
frame:3774 center:37 distz:3.70889573505779e+01 diff:0.08895735057789977 window:3
frame:3776 center:37 distz:3.69360213987827e+01 diff:0.06397860121730048 window:3
