# frame 	 heights
0 7.7386 18.1066 9.8406 10.0584 17.4235 15.8950 16.1578 17.1168 4.6494 4.1263 4.6875 3.9467 9.1570 7.3772 17.7645 10.2312 11.2468 13.2441 19.3554 4.1819 13.8001 18.4158 15.5370 4.9931 4.0539 5.2456 11.2634 4.4806 14.9382 3.7025
1000 6.7285 17.3185 8.5712 9.8335 17.5917 16.0676 15.8112 17.4259 4.9826 3.6747 4.7982 4.0536 9.4440 7.0304 18.0132 10.3351 10.5109 13.2836 19.1450 4.2586 13.6488 17.2239 15.5700 4.4653 4.5579 5.1105 11.8445 4.5311 14.5074 4.1819
2000 7.5191 17.6747 8.3659 10.1157 17.2920 16.5468 16.3451 17.5157 4.3307 3.9138 4.7606 3.8290 9.3694 6.6088 18.0048 9.8588 11.0063 12.8481 19.5847 3.9949 13.1603 16.8183 15.5431 5.3510 4.1094 4.4599 10.8433 4.0610 14.6827 3.9989
3000 7.2710 17.9156 8.5624 10.7206 18.9403 15.7072 16.3317 17.2543 4.3940 3.9494 4.5288 3.7453 9.4709 7.3417 17.7599 9.8114 11.2203 14.1086 19.5280 4.0123 13.3376 16.9847 15.2292 5.0016 4.0429 4.8031 11.3551 4.0600 15.3267 3.9184
4000 7.2314 18.3872 9.7842 10.3040 18.7241 15.4817 16.4951 17.6179 4.2931 4.7226 4.7032 3.9413 9.4562 6.3617 17.7369 9.7036 10.5771 14.0208 19.9193 4.0768 13.3920 17.6132 15.4284 4.8253 3.7869 4.6481 11.6585 4.0114 16.0657 4.0545
5000 8.1512 18.5226 8.4367 9.6309 18.3367 15.6798 16.8370 17.6726 3.8390 4.9122 5.0202 3.8433 9.4453 6.8990 18.3674 8.5624 11.4230 13.3359 19.9630 4.1898 13.8147 17.8773 15.6005 4.7265 4.0208 5.0363 11.3505 3.9195 16.0213 3.9749
6000 8.4051 17.8345 8.8578 9.3974 17.7813 15.3640 16.8345 17.2966 4.0394 4.5226 4.4684 4.4258 9.6770 7.1652 17.9014 9.3280 10.6921 13.5308 19.5178 4.3196 14.8015 17.2466 16.0600 4.5277 4.4575 5.0573 10.8077 4.0937 16.0683 3.8287
7000 8.4423 18.1980 8.7601 9.7631 18.1170 15.1346 16.4570 17.9387 3.7628 4.3541 5.3714 4.2830 9.1382 6.7779 17.2678 10.0216 12.2457 13.6939 20.2168 3.9013 14.0098 18.4488 14.6303 4.7247 4.0407 5.2538 11.5263 4.3341 16.4228 4.0372
8000 9.1078 17.5578 8.8148 10.9692 18.1329 15.4025 16.5215 17.5745 3.7990 4.3946 4.5101 4.4023 10.5671 6.2914 17.9716 9.5398 10.7618 13.1582 19.5944 4.2829 13.6760 19.1522 13.1743 4.5669 3.6202 5.1635 11.4426 3.8730 16.1071 4.1480
9000 8.7253 18.1207 8.6155 11.4695 16.8454 14.6970 15.4461 17.1890 4.8667 5.9753 4.4678 4.0731 9.1907 6.8961 18.4550 8.8984 10.8937 13.0433 19.8281 5.0440 12.8898 18.7486 12.6892 4.4353 3.8446 4.8309 13.0012 4.6148 15.7675 4.2467
10000 8.6693 17.5471 7.8792 10.9011 17.2182 15.9159 15.3598 16.8749 3.9109 5.1204 4.4348 4.0528 9.7839 7.0063 18.6758 9.1540 10.7078 13.2647 19.4779 4.1425 12.8203 18.1037 13.7357 4.3463 4.1638 4.6618 11.5076 4.0757 15.4047 3.9895
11000 9.0127 17.6835 8.7403 10.0978 17.6233 15.6420 16.5670 17.7242 4.7794 4.5447 4.6031 3.7786 9.9234 6.9490 19.8487 9.2848 10.8417 13.4926 19.6157 3.8899 13.1957 18.2705 13.6550 4.7283 4.4199 4.0903 11.1071 3.9872 15.1640 4.0702
12000 8.4918 17.2094 8.3986 10.0156 17.2953 16.0829 16.4883 17.1745 4.2636 4.4252 4.3031 3.8974 10.3327 6.9903 19.8660 8.2333 11.1578 13.3413 19.2901 3.7900 14.1405 19.8564 14.3400 4.9486 3.9842 4.0388 11.2450 3.9989 15.9006 4.0899
13000 8.7587 18.0282 9.2856 9.9244 16.6772 14.8769 16.2213 17.3437 4.1733 5.1037 4.5181 4.4868 9.8216 6.1098 20.1077 8.5390 11.0146 12.7393 19.8768 3.6833 13.6587 20.0623 13.7483 5.1074 3.7632 4.8206 11.0056 3.9335 16.1428 4.0826
14000 8.4462 18.0142 9.0382 10.0022 16.3797 14.7555 18.3870 18.3571 4.1418 4.6481 4.5534 4.6291 10.2774 6.3954 20.1507 8.5774 11.2737 12.9278 20.0790 3.5276 13.9873 20.1542 14.6248 4.8447 3.8020 4.8289 10.8323 4.0700 15.8913 3.9038
15000 8.6399 17.4355 8.5256 10.3712 17.6809 15.0488 18.6433 18.3664 3.7360 4.0693 4.8392 4.1374 9.6822 6.5572 19.6836 8.7918 11.4352 13.0220 19.7215 3.8510 15.2785 19.8823 13.9202 4.1919 4.1199 4.9247 11.1562 3.9621 15.7919 3.9493
16000 9.3290 18.1418 8.5767 11.2501 18.6138 15.3393 18.7415 18.0715 4.1356 3.9522 4.8258 4.2707 9.6231 6.6388 19.7880 8.8391 11.7042 13.1412 20.4051 3.7899 16.3187 20.3601 14.1125 4.0547 3.7193 4.9315 10.9486 4.0750 15.8822 4.1795
17000 8.7997 18.3935 8.2666 10.9352 17.3126 14.6065 18.7693 18.1390 4.0511 4.2593 5.1868 4.3682 9.3397 6.4859 19.2770 8.3316 11.9704 12.3570 19.7988 3.7953 16.6835 20.1107 13.9134 3.9193 3.8875 5.2018 11.3350 4.2339 15.9717 3.7740
18000 8.8212 16.8166 8.3374 10.7353 17.4673 15.4289 19.1394 17.5296 4.2464 4.1658 6.3902 4.0030 10.3809 6.2577 19.1404 9.2387 12.4570 12.9091 19.8730 3.7737 15.5245 19.2350 14.5784 3.7301 3.8398 5.2064 10.4376 3.9231 15.9646 3.8620
19000 8.6092 17.0926 8.6372 10.9142 17.5853 14.8790 19.1883 17.4161 4.5538 3.7989 5.1694 4.3112 10.1766 6.1894 19.7370 8.9345 12.2762 13.3854 19.9580 4.4829 13.4946 18.3167 15.4285 3.8495 3.8826 4.5142 10.7829 3.8025 15.9753 4.5089
20000 8.2175 17.0589 9.8696 10.4623 17.8550 15.1801 19.0623 18.1982 4.5508 3.9115 5.0523 4.0899 9.5645 6.2445 19.3566 9.1763 12.3649 14.1426 19.3389 4.3688 12.9225 18.5455 14.2742 4.2047 3.9373 4.2130 12.3681 4.1549 16.1625 3.8001
21000 8.1389 16.8497 9.9719 9.0721 19.3777 15.9640 18.3115 17.5794 4.5128 3.8260 5.0564 4.0540 8.1766 5.6233 19.3551 8.5946 11.8930 14.3982 17.7870 4.5094 13.7314 18.1305 13.2426 4.5370 4.3354 4.5732 12.1601 3.6657 15.5803 3.9119
22000 7.4752 16.7253 9.5958 8.8669 18.9747 15.2369 19.0355 16.7162 4.8904 4.0882 5.1931 4.1888 7.2685 5.8358 18.9244 8.6335 11.3165 14.0154 17.9050 3.8009 13.2666 18.3209 12.2900 3.8021 4.2061 4.4034 12.5254 3.9965 15.0627 5.3521
23000 6.9182 17.3869 10.0603 8.2860 19.3338 15.0063 19.5811 17.3863 4.3279 3.8525 5.0494 4.4365 7.4974 6.0716 18.9946 8.4335 10.5338 13.7596 17.9281 3.8481 13.1180 17.7067 12.5194 4.0140 4.4554 4.2315 12.7888 3.8930 14.5871 3.9260
24000 7.5768 16.9368 9.1663 8.2983 19.1692 15.3700 17.8612 17.1503 4.1884 4.2012 5.0128 4.3148 6.6806 6.4359 18.7245 8.6962 11.3419 13.9825 17.7047 4.2210 12.9988 18.1843 12.9893 3.9598 4.2248 4.2837 13.4749 3.6898 15.6254 3.6409
25000 7.1680 16.2485 10.4676 7.3366 18.6657 15.3806 18.0899 17.3531 4.3440 4.0193 4.4379 4.0926 6.9193 6.6465 19.0939 8.6204 11.2776 14.3525 18.2959 3.7312 11.6987 18.2919 12.7644 3.8294 4.2671 4.2083 12.3027 3.8625 15.6836 4.5322
26000 7.2160 16.6963 10.2753 8.5908 17.8354 15.9035 19.3204 17.3135 4.5458 4.2162 4.8995 3.9759 6.6715 6.7206 19.1484 8.0420 10.9707 12.7387 17.9931 3.9011 12.2472 18.6487 12.8528 4.2229 4.0668 4.8007 13.0826 4.3413 15.8956 4.0684
27000 7.5797 16.6560 10.9195 9.3279 19.0366 14.9887 18.0130 17.0740 4.5129 4.6029 5.2527 4.2527 6.4329 6.7695 19.1045 9.0304 10.2109 12.6995 18.9927 3.8534 12.4662 19.0721 13.2548 4.0026 4.0032 5.1170 12.0552 4.0595 15.7992 3.9865
28000 7.0040 17.2512 10.4910 8.4133 17.0329 14.9755 18.1502 17.0606 4.1485 4.4932 5.1210 4.1730 6.1975 6.4938 18.3748 8.0983 10.0483 12.7911 19.2765 3.9897 11.9155 18.9674 12.5516 3.9712 3.9822 4.6931 13.0935 4.4742 17.6617 4.0149
29000 7.8804 18.0583 10.0734 8.4998 17.0979 15.6601 17.4064 18.0012 4.3586 4.4604 4.2828 4.4177 6.7345 6.2014 18.5837 8.8495 10.1436 12.2397 18.3859 4.4263 12.1272 18.8944 13.3000 4.9111 3.9734 4.9197 13.8601 4.0318 17.2758 3.8656
30000 7.3242 18.6604 11.1221 8.5347 16.1729 14.6315 17.1553 18.0164 3.9543 3.9433 5.4321 3.9082 6.7961 6.8648 19.0152 8.8722 10.1439 13.6304 19.5867 4.0098 11.7296 19.0666 13.1539 4.0475 3.8289 4.9613 14.5070 3.9603 17.0557 4.2902
31000 7.5403 18.1082 11.7145 8.7101 17.1061 14.7899 17.4261 17.5371 4.0467 3.6466 4.5547 4.0294 6.7752 6.4973 19.0929 10.1705 10.5502 12.8898 21.0056 4.5776 11.6248 20.1560 12.6942 4.0356 4.1206 4.4218 14.7305 4.0087 16.6285 4.1445
32000 8.4076 18.1691 11.7408 8.0594 17.4263 15.6479 18.9270 19.3795 4.2431 4.2794 4.7532 3.9291 6.3457 6.4456 19.4721 10.4366 10.1377 12.4395 20.6661 4.0803 11.1824 18.7695 12.5859 4.8787 3.9951 5.0466 14.2945 3.8099 15.5155 3.8599
33000 8.5009 18.6512 11.1202 8.1880 16.5213 15.6753 18.0111 18.8370 4.4213 4.4328 4.9173 3.6198 6.2340 6.9784 19.8929 10.2316 10.8565 13.3806 19.7247 4.1192 11.0700 17.5105 12.4289 4.3973 3.8539 4.3987 14.3146 4.2576 15.8863 4.0051
34000 7.6089 18.2161 12.0540 8.5124 15.2034 14.9961 17.7188 18.4692 3.7351 4.2311 4.1736 4.3179 6.0108 7.4222 20.7356 8.7185 10.1665 13.3908 19.5138 4.3721 11.3339 17.8953 13.0018 3.9864 4.2036 5.1622 14.7843 3.9887 15.9657 4.0304
35000 6.9450 17.2474 12.1947 8.8680 15.6813 12.8090 16.2766 18.8520 4.2861 4.6476 4.6972 3.7159 6.6356 7.4607 21.0729 10.2757 9.8449 13.3000 20.4093 4.0122 10.4987 16.9611 14.2274 3.7913 3.9819 4.2511 14.3168 4.0381 16.3292 3.7687
36000 7.6242 18.3636 12.3214 8.8480 15.3572 12.9934 16.1757 18.7073 4.1568 4.4605 4.4929 4.2818 7.1879 7.6587 21.4817 10.6809 10.6151 12.6339 20.6594 4.8759 11.0067 16.4308 14.3582 4.4776 3.8796 4.0094 14.3603 4.0182 16.2361 3.7390
37000 7.6217 18.1856 12.6965 8.6167 15.8129 12.1515 15.6585 19.1903 3.9611 4.2697 4.2713 4.3006 7.3835 7.3757 21.1582 10.7407 9.9738 13.3410 20.1362 4.2122 11.7489 16.7592 15.5557 4.1142 4.2458 4.3267 14.1659 4.2715 15.3416 3.9063
38000 8.6008 17.7990 12.7359 9.3910 16.5083 11.5721 15.5753 18.9617 4.1978 4.2526 4.6207 4.3532 7.6822 6.8274 20.7196 10.0980 9.8001 12.4732 19.6440 3.7220 11.5879 16.8999 13.6079 4.4253 4.0561 4.2081 14.1346 3.9616 15.2340 4.0326
39000 9.8436 17.7224 12.1372 8.9561 16.3746 13.0256 15.8921 18.4971 4.2843 4.5382 5.0730 4.4395 6.7905 6.6793 20.8698 10.4785 10.3749 12.7822 19.5027 3.7435 11.3818 17.5505 13.6427 4.6132 4.0671 4.2827 14.6043 4.2922 14.6657 4.1523
40000 9.0934 18.3903 12.6682 8.7343 16.5019 12.3337 15.7615 17.5346 3.8860 4.2887 4.6428 4.0899 6.7584 6.6370 20.1003 9.3693 9.8464 12.6627 18.6781 3.9819 12.1597 17.2364 13.1676 4.1872 3.8073 4.3130 15.0383 4.1548 14.8636 3.9452
41000 8.0504 17.6384 12.4621 8.8733 16.5809 11.7218 15.6985 17.5014 3.8783 3.7868 4.1698 3.9026 7.0379 6.4001 19.4464 10.0267 10.1495 12.2465 18.7355 3.9058 12.0959 16.5702 14.4271 3.8262 4.0253 4.2680 14.5123 4.2438 15.2860 4.2921
42000 8.3145 18.0713 12.9358 9.0509 16.6701 11.7441 15.2689 18.0117 5.0428 3.8280 4.0885 3.8204 6.6468 7.1552 19.3297 10.8544 10.4536 12.4037 19.0122 4.4054 12.6817 16.8365 15.3726 4.0262 3.9853 4.4328 14.6685 4.1757 15.8042 3.8687
43000 8.0389 18.0490 13.2461 9.1408 16.8542 12.1669 14.9059 18.1027 4.7260 3.9397 4.5924 4.3394 7.5013 7.5384 19.5086 11.5486 10.6154 12.0829 18.5722 4.1831 14.3429 18.1006 15.4192 4.1920 4.5674 4.1012 14.8835 3.8447 16.6173 4.1081
44000 8.2437 18.6125 12.8501 8.7515 16.7114 11.8825 15.2937 18.3181 4.6383 4.1102 5.0420 3.9830 7.6785 6.2894 20.0899 11.7704 11.0557 12.8901 18.0540 4.0134 15.4449 18.8111 15.2833 4.2516 4.5520 4.0297 14.7400 4.4537 15.1502 3.6149
45000 7.2021 17.6218 12.3132 8.6936 16.2453 12.1314 15.6619 18.9271 4.0497 3.8719 4.6967 4.1455 7.1128 5.7882 20.8790 11.9809 10.5338 13.0284 19.1385 4.1624 15.3382 18.9050 16.0214 3.7984 3.9564 4.0939 14.0335 4.4544 15.9417 3.9691
46000 8.2454 17.5966 12.7031 8.8948 16.4925 13.2803 15.3623 18.9634 4.0548 4.3218 4.1341 4.3089 7.1022 5.7148 20.5556 11.6170 11.0516 12.8366 19.3211 3.9855 14.5937 17.8552 15.4261 4.3995 4.2688 4.3358 14.1441 4.3836 17.3689 3.8512
47000 8.0324 17.2418 12.3299 8.6266 16.4873 12.1540 15.1604 19.0366 4.0585 4.2006 4.0822 4.3049 7.4991 4.6823 20.6356 10.5907 11.3249 12.6836 20.2090 4.0710 13.7097 16.8991 14.8937 4.9672 3.7699 4.0591 13.8731 3.5950 17.5315 3.8673
