frame:3 center:20 distz:2.00939759914714e+01 diff:0.09397599147139957 window:0
frame:4 center:20 distz:2.00848375902699e+01 diff:0.08483759026989901 window:0
frame:5 center:20 distz:2.00974304733036e+01 diff:0.0974304733036 window:0
frame:6 center:20 distz:2.00010302417715e+01 diff:0.0010302417714989076 window:0
frame:9 center:20 distz:2.00070106064857e+01 diff:0.007010606485700066 window:0
frame:10 center:20 distz:2.00468453368770e+01 diff:0.046845336876998545 window:0
frame:11 center:20 distz:2.00203711270413e+01 diff:0.02037112704130095 window:0
frame:14 center:20 distz:2.00411128098154e+01 diff:0.041112809815398776 window:0
frame:15 center:20 distz:2.00692772759812e+01 diff:0.06927727598120015 window:0
frame:22 center:20 distz:2.00964947340968e+01 diff:0.09649473409680098 window:0
frame:24 center:20 distz:2.00863569845281e+01 diff:0.08635698452809848 window:0
frame:26 center:20 distz:2.00379574863966e+01 diff:0.037957486396599904 window:0
frame:28 center:20 distz:1.99974185976679e+01 diff:0.002581402332101135 window:0
frame:33 center:20 distz:1.99049208972009e+01 diff:0.09507910279910092 window:0
frame:34 center:20 distz:1.99111003799016e+01 diff:0.08889962009839891 window:0
frame:37 center:20 distz:2.00223178051083e+01 diff:0.02231780510830106 window:0
frame:40 center:20 distz:2.00015132326444e+01 diff:0.001513232644398954 window:0
frame:41 center:20 distz:1.99649100115415e+01 diff:0.03508998845849831 window:0
frame:48 center:20 distz:1.99553575375860e+01 diff:0.04464246241400005 window:0
frame:53 center:19 distz:1.89662469534136e+01 diff:0.033753046586401325 window:1
frame:55 center:19 distz:1.90164102378406e+01 diff:0.01641023784059925 window:1
frame:58 center:19 distz:1.90981889305386e+01 diff:0.09818893053860123 window:1
frame:64 center:19 distz:1.90991193473142e+01 diff:0.09911934731420047 window:1
frame:65 center:19 distz:1.90148395764418e+01 diff:0.014839576441801228 window:1
frame:66 center:19 distz:1.90297751829536e+01 diff:0.02977518295359971 window:1
frame:67 center:19 distz:1.90593551134491e+01 diff:0.05935511344910083 window:1
frame:70 center:19 distz:1.89953640961460e+01 diff:0.004635903853998258 window:1
frame:73 center:19 distz:1.90147531785192e+01 diff:0.014753178519200105 window:1
frame:75 center:19 distz:1.89966796236953e+01 diff:0.0033203763046998347 window:1
frame:76 center:19 distz:1.89899394453191e+01 diff:0.01006055468090139 window:1
frame:77 center:19 distz:1.89767045607758e+01 diff:0.0232954392241993 window:1
frame:78 center:19 distz:1.89181686664605e+01 diff:0.08183133353950112 window:1
frame:80 center:19 distz:1.89513925391383e+01 diff:0.048607460861699536 window:1
frame:83 center:19 distz:1.90675033819320e+01 diff:0.06750338193199923 window:1
frame:87 center:19 distz:1.90580201355727e+01 diff:0.05802013557270058 window:1
frame:88 center:19 distz:1.90294969729669e+01 diff:0.029496972966899904 window:1
frame:91 center:19 distz:1.90923863278195e+01 diff:0.09238632781950074 window:1
frame:93 center:19 distz:1.89658282964694e+01 diff:0.03417170353059973 window:1
frame:95 center:19 distz:1.90303238849740e+01 diff:0.03032388497399907 window:1
frame:97 center:19 distz:1.89303770269181e+01 diff:0.06962297308189846 window:1
frame:99 center:19 distz:1.90269205649202e+01 diff:0.026920564920200007 window:1
frame:101 center:19 distz:1.89005752758697e+01 diff:0.09942472413030146 window:1
frame:103 center:18 distz:1.80502246095382e+01 diff:0.05022460953820129 window:2
frame:104 center:18 distz:1.80042741561903e+01 diff:0.004274156190298584 window:2
frame:106 center:18 distz:1.80842895836497e+01 diff:0.0842895836496993 window:2
frame:110 center:18 distz:1.80429970402172e+01 diff:0.04299704021720174 window:2
frame:111 center:18 distz:1.79322673827456e+01 diff:0.06773261725439994 window:2
frame:115 center:18 distz:1.80109761975296e+01 diff:0.010976197529600995 window:2
frame:118 center:18 distz:1.80328652404258e+01 diff:0.032865240425799414 window:2
frame:119 center:18 distz:1.80532562779313e+01 diff:0.05325627793130039 window:2
frame:120 center:18 distz:1.80409253331092e+01 diff:0.040925333109200324 window:2
frame:122 center:18 distz:1.79790210804885e+01 diff:0.020978919511499328 window:2
