# frame 	 R_gyr 	 sasa
0 24.1211 5521.8457
1000 24.3078 5511.2573
2000 24.2439 5438.3237
3000 24.2021 5498.1143
4000 24.0738 5447.0078
5000 24.2609 5498.0869
6000 24.3189 5479.8037
7000 24.3337 5528.6597
8000 24.3421 5524.6167
9000 24.2501 5534.0752
10000 24.4112 5549.1909
11000 24.4715 5646.5874
12000 24.3260 5592.0703
13000 24.1387 5537.4844
14000 24.1617 5475.6362
15000 24.1818 5553.3877
16000 24.1198 5462.0366
17000 24.2830 5528.6099
18000 24.1886 5439.4292
19000 24.2014 5433.5884
20000 24.1462 5436.2461
21000 24.3093 5452.4771
22000 24.1516 5360.1309
23000 24.1433 5404.0688
24000 24.0000 5363.1104
25000 24.0364 5413.1709
26000 24.0700 5389.0933
27000 24.0660 5446.6123
28000 24.0244 5376.2915
29000 24.0196 5400.4443
30000 24.2391 5584.9614
31000 24.3751 5543.3652
32000 24.0711 5512.7808
33000 24.0058 5497.0767
34000 23.8912 5362.0171
35000 24.1484 5367.4810
36000 24.0114 5480.3330
37000 24.0009 5441.7725
38000 24.0499 5343.8745
39000 24.1795 5369.2188
40000 24.2133 5422.3340
41000 24.0490 5440.4961
42000 23.9109 5384.5088
43000 23.8497 5453.8647
44000 23.8714 5396.5938
45000 23.9974 5495.7271
46000 24.0538 5501.6826
47000 23.8390 5476.6313
48000 23.7790 5427.8770
49000 23.8300 5430.9805
50000 23.8156 5461.1929
51000 23.7369 5502.5879
52000 23.9428 5561.3364
53000 23.9010 5565.8945
54000 23.8507 5527.8115
55000 23.8418 5588.8770
56000 23.7733 5576.0771
57000 24.0146 5560.0103
58000 24.0825 5525.5376
59000 23.8753 5576.1392
60000 24.0028 5604.6606
61000 23.9361 5464.4790
62000 23.9393 5379.3789
63000 24.0762 5464.3462
64000 24.0083 5465.4756
65000 24.0053 5469.1592
66000 23.9965 5515.8188
67000 24.0461 5519.9790
68000 24.3366 5517.6421
69000 24.1200 5509.9736
70000 24.2494 5553.2954
71000 24.1808 5634.1025
72000 24.1868 5473.7559
73000 24.1904 5436.5991
74000 24.1652 5451.8481
75000 24.0308 5479.7139
76000 24.1313 5493.3286
77000 24.1277 5491.7129
78000 24.2282 5488.0747
79000 24.2389 5402.5518
80000 24.2485 5417.9243
81000 24.3156 5381.5752
82000 24.2446 5409.1338
83000 24.1648 5374.3447
84000 24.2828 5407.6089
85000 24.3790 5568.5400
86000 24.0238 5343.1128
87000 23.9737 5344.4565
88000 24.0526 5442.2212
89000 24.1081 5431.8115
90000 24.1592 5520.3560
91000 23.9265 5400.1665
92000 24.0486 5442.3569
93000 23.9067 5400.3218
94000 23.5619 5371.0244
95000 23.8221 5373.5635
96000 23.8066 5297.4243
97000 23.8142 5355.3389
98000 23.8839 5497.9253
99000 24.0820 5473.6855
100000 23.9974 5577.8911
101000 23.9249 5569.9751
102000 23.9160 5629.9395
103000 23.8666 5625.6182
104000 23.9811 5614.8691
105000 23.9562 5602.0215
106000 24.0331 5568.8711
107000 24.2765 5561.6372
108000 24.2821 5507.3423
109000 24.2799 5478.4741
110000 24.1381 5527.8569
111000 24.2383 5500.5288
112000 24.3068 5652.1494
113000 24.2811 5656.9399
114000 24.2627 5566.7676
115000 24.2608 5622.4453
116000 24.1631 5605.3120
117000 24.2587 5606.2637
