# frame 	 R_gyr 	 sasa
0 28.2046 5792.9355
1000 28.1857 5730.9424
2000 28.3031 5828.8501
3000 28.1510 5871.2017
4000 28.1667 5899.0254
5000 27.8594 5861.2773
6000 28.0176 5935.9370
7000 28.1680 5924.5312
8000 28.3111 5850.0547
9000 28.4164 5861.8970
10000 28.5357 5958.1855
11000 28.4225 6078.2012
12000 28.4507 5958.0625
13000 28.3614 5887.1172
14000 28.3826 5880.7432
15000 28.3531 5948.1133
16000 28.1040 5813.2109
17000 28.3283 5673.8589
18000 28.3368 5792.2241
19000 28.4705 5803.5322
20000 28.5421 5755.2773
21000 28.3272 5786.9482
22000 28.1268 5759.9180
23000 28.1990 5919.4414
24000 28.1374 5873.4468
25000 28.1862 5845.3052
26000 28.2860 5788.4434
27000 28.1980 5761.6460
28000 28.2990 5845.7563
29000 28.1578 5810.4810
30000 27.8166 5803.3994
31000 27.8773 5782.7969
32000 27.8963 5743.2002
33000 28.0178 5753.0757
34000 28.0655 5783.3765
35000 27.9880 5781.7861
36000 28.3651 5894.2104
37000 28.2894 5858.8726
38000 28.0886 5844.1025
39000 28.2699 5785.5459
40000 28.3355 5871.2129
41000 28.3863 5878.6855
42000 28.4076 5798.4775
43000 28.4536 5801.5942
44000 28.5850 5859.1855
45000 28.4936 5883.1948
46000 28.7596 5796.2041
47000 28.5308 5736.9849
48000 28.6950 5910.3335
49000 28.5199 5808.9995
50000 28.7183 5890.7466
51000 28.6351 5818.8086
52000 28.7675 5761.7500
53000 28.6811 5754.6680
54000 28.5164 5738.9160
55000 28.5351 5742.7261
56000 28.4949 5748.2476
57000 28.4571 5762.7046
58000 28.3367 5748.9951
59000 28.1697 5716.8789
60000 28.1803 5580.8862
61000 28.5523 5776.8911
62000 28.4353 5905.9785
63000 28.3690 5942.2681
64000 28.3126 5863.3071
65000 28.4189 5851.8862
66000 28.3853 5889.2969
67000 28.2795 5827.1133
68000 28.3052 5888.8096
69000 28.2623 5839.8120
70000 28.0803 5746.5015
