# frame 	 R_gyr 	 sasa
0 19.8856 4924.9814
1000 19.9205 4899.7231
2000 20.0764 5086.4419
3000 20.0905 5048.8218
4000 20.2572 5174.4775
5000 20.2294 5035.8872
6000 20.4125 5068.7476
7000 20.0598 5051.4556
8000 20.0107 4997.3433
9000 20.1928 5027.6768
10000 20.2046 5050.4644
11000 20.1543 5036.3833
12000 20.1239 5013.9561
13000 20.3511 5066.9590
14000 20.2507 5088.9614
15000 20.2126 5079.7808
16000 20.1437 5130.6108
17000 20.3495 5132.2964
18000 20.3454 5085.9985
19000 20.3017 5281.6797
20000 20.3284 5173.5088
21000 20.1923 5174.2075
22000 20.2315 5197.0864
23000 20.1459 5233.2583
24000 20.1864 5156.1133
25000 20.2351 5198.7832
26000 20.3168 5247.6582
27000 20.5327 5311.4976
28000 20.5164 5159.9160
29000 20.5068 5157.4634
30000 20.6479 5303.1382
31000 20.4874 5190.5425
32000 20.5907 5208.9258
33000 20.4290 5238.7788
34000 20.4649 5191.9482
35000 20.4566 5151.7612
36000 20.3934 5022.4360
37000 20.4236 5095.1821
38000 20.6107 5133.1753
39000 20.7163 5194.2339
40000 20.5653 5165.4434
41000 20.6228 5205.6846
42000 20.6083 5162.8799
43000 20.5305 5151.5786
44000 20.6145 5120.6836
45000 20.6680 5281.9653
46000 20.5261 5261.9019
47000 20.3503 5250.5083
48000 20.5255 5255.7412
49000 20.5598 5369.0645
50000 20.6512 5349.1855
51000 20.5904 5301.6470
52000 20.8021 5491.1577
53000 20.5880 5395.2051
54000 20.5952 5325.3691
55000 20.6592 5276.7349
56000 20.4046 5196.9160
57000 20.5597 5326.6226
58000 20.6806 5353.7944
59000 20.7197 5529.6392
60000 20.7171 5436.6982
61000 20.6949 5351.4160
62000 20.7585 5450.3774
63000 20.6850 5329.8052
64000 20.5580 5352.0371
65000 20.6873 5385.3594
66000 20.5672 5312.6626
67000 20.7762 5368.1997
68000 20.5995 5338.2715
69000 20.5120 5288.9966
70000 20.5160 5388.5239
71000 20.5063 5326.9331
72000 20.4634 5219.6675
73000 20.5044 5230.1577
74000 20.5455 5196.2329
75000 20.5570 5252.6914
76000 20.7249 5289.2373
77000 20.7600 5369.0098
78000 20.7129 5401.2344
79000 20.6308 5257.5195
80000 20.4618 5143.3481
81000 20.5440 5302.7007
82000 20.4933 5333.8711
83000 20.4101 5273.9810
84000 20.6370 5366.4907
85000 20.5946 5331.2266
86000 20.6072 5275.1782
87000 20.5163 5213.1074
88000 20.4133 5222.8008
89000 20.4611 5136.0659
90000 20.4026 5149.4092
91000 20.2631 5144.5962
92000 20.4200 5201.3364
93000 20.3939 5201.4341
94000 20.3821 5150.2168
95000 20.4471 5174.9722
96000 20.6258 5200.2231
97000 20.5485 5207.7456
98000 20.7255 5238.7988
99000 20.6994 5170.0190
100000 20.5050 5161.8081
101000 20.6490 5168.4956
102000 20.6077 5275.6548
103000 20.6494 5175.2959
104000 20.6612 5242.8403
105000 20.7477 5234.3564
106000 20.7039 5316.8423
107000 20.8045 5292.4541
108000 20.7435 5357.4282
109000 20.6109 5186.0493
110000 20.7574 5168.0967
111000 20.6359 5199.9360
112000 20.6495 5127.8022
113000 20.6609 5198.6050
114000 20.5185 5154.0845
115000 20.4376 5169.8843
116000 20.4404 5261.5527
117000 20.5524 5335.2275
118000 20.6952 5277.0112
119000 20.5254 5326.2119
120000 20.6055 5262.9585
121000 20.4181 5297.9331
122000 20.6046 5228.3501
123000 20.7677 5213.1265
